Id,SalePrice
1461,121016.89783496986
1462,165603.78842373745
1463,192141.17161772432
1464,200362.86019971428
1465,189416.3191313815
1466,172911.14731316024
1467,174158.58103301973
1468,162666.04692138574
1469,194253.39009040955
1470,125836.92594218224
1471,182095.73200409723
1472,99042.76245159966
1473,99225.5499735804
1474,146358.0561299597
1475,112675.7832567351
1476,360719.3469886504
1477,247300.12790387514
1478,286542.9911417929
1479,290968.27361500985
1480,507223.9009276709
1481,319908.5652576447
1482,210595.11245114985
1483,181526.21705263015
1484,165186.08558100765
1485,185680.26611766688
1486,193046.42920801722
1487,342393.2337747828
1488,242204.74088574876
1489,197694.0704523097
1490,253059.25595953965
1491,197573.62663348386
1492,92479.4111014455
1493,187095.65368548973
1494,281224.275355721
1495,290122.74802166043
1496,242069.08354042776
1497,184022.518154814
1498,175138.59953567604
1499,169052.14652862746
1500,165343.92105134917
1501,177945.73261117048
1502,138143.69724204997
1503,300325.62584396836
1504,238906.11801101116
1505,227435.08924596597
1506,188170.8982666588
1507,261976.41422242284
1508,202961.00989648493
1509,159663.2859195979
1510,149365.730176836
1511,152683.30476766618
1512,170890.33767555846
1513,155335.7835111311
1514,167782.91496520885
1515,195949.02307033428
1516,149663.0346885297
1517,173901.67830771033
1518,124452.57089693265
1519,219754.217998979
1520,128674.97566758461
1521,135364.27633619023
1522,174365.36895682916
1523,113961.24747787656
1524,126887.271908026
1525,125086.02355479104
1526,114921.19303557022
1527,104275.20035701065
1528,131946.52688252376
1529,154893.58041514846
1530,180744.2493922679
1531,105041.13202664316
1532,91987.30649640344
1533,149233.03319893102
1534,118086.86424124504
1535,151053.11581364882
1536,105817.71617514233
1537,63495.975847880516
1538,157905.59783462246
1539,203191.3776065534
1540,100391.69423314586
1541,151456.03574587454
1542,140713.11215547405
1543,191547.14671765923
1544,81932.56227797487
1545,115288.05228404907
1546,133180.62487829608
1547,124110.94276905851
1548,136233.74193944866
1549,116224.62590662208
1550,129684.45030664228
1551,102968.85892291242
1552,144348.04099257977
1553,157552.2288631292
1554,120079.28415468137
1555,163427.81853648735
1556,85322.17567602714
1557,110538.77132017865
1558,102489.41488023699
1559,78423.50688057578
1560,123347.17462750047
1561,138984.88212177253
1562,134495.35042581471
1563,124325.49378511506
1564,157375.2550600843
1565,153982.8211895602
1566,241090.90420795762
1567,80970.2951639816
1568,236559.43850907066
1569,131091.28000528278
1570,136061.45146521748
1571,115125.90311141899
1572,142022.28278088258
1573,249963.49077852722
1574,127632.4474251697
1575,226983.77115499353
1576,253784.56284869654
1577,180467.9932999368
1578,144399.82317527488
1579,147458.1755884613
1580,190337.27360537456
1581,160786.78772734775
1582,127555.45543097962
1583,298423.6411334008
1584,215390.13022431458
1585,137009.47436538144
1586,71623.42889111656
1587,110000.14956282769
1588,152797.6978307539
1589,103748.62086938616
1590,132070.70217677194
1591,95632.95604481878
1592,113642.04220783612
1593,123531.00643733265
1594,143744.43242625083
1595,108615.7542900949
1596,213660.1400885597
1597,189970.8656000202
1598,226302.34759096403
1599,163358.46932745495
1600,158177.26702391004
1601,69398.86871245145
1602,120988.97409577739
1603,86459.97077944985
1604,251772.99447777277
1605,240127.03554895445
1606,164117.44501353608
1607,160826.34807106198
1608,207505.25680171922
1609,178152.9108548884
1610,152533.52622315122
1611,139799.00925341956
1612,172907.14242712458
1613,167374.47674461338
1614,122946.97921687734
1615,92195.32577168317
1616,78632.69411437218
1617,92206.93890317321
1618,130113.21786754245
1619,150928.35101196382
1620,154957.51380155399
1621,140780.48104960177
1622,134771.7430662046
1623,250102.15503754097
1624,218971.33965554673
1625,118619.10934030754
1626,165178.19786984287
1627,193934.42059339496
1628,294592.7290325458
1629,183973.53323171285
1630,375427.07307552797
1631,219008.709823033
1632,243717.64509078604
1633,169696.57274534833
1634,186244.31353948708
1635,173114.93926067796
1636,149146.4506990335
1637,208549.0829785088
1638,188274.22377316994
1639,187521.38827612053
1640,258580.63801897544
1641,181978.55735219741
1642,240838.1259467549
1643,218367.5772014657
1644,235975.47072162144
1645,192452.29084157202
1646,156766.85435824262
1647,157111.95778905242
1648,130951.79037200665
1649,137741.85658744723
1650,119381.01981910798
1651,124557.4286241055
1652,100396.37078068755
1653,106152.28954580562
1654,143709.81151359866
1655,142187.25876451773
1656,142633.8001869821
1657,149091.5741512935
1658,142837.9797596236
1659,121373.8183737655
1660,161608.40530149164
1661,452041.8895532633
1662,420919.6333779022
1663,383090.10587240313
1664,562750.4950364573
1665,304660.05336483085
1666,332276.94837403466
1667,398432.7619706591
1668,336493.7047426134
1669,303490.1786512536
1670,347887.8278431375
1671,263194.6038566173
1672,463207.32180997106
1673,292647.6669932253
1674,239466.08032919958
1675,203048.0143171945
1676,199312.73212413178
1677,224835.40232357717
1678,513631.94484817295
1679,406414.77992985066
1680,330262.94621145766
1681,244506.1005760503
1682,320213.0660216248
1683,184080.48737183126
1684,172460.59490207673
1685,169688.8596361044
1686,170740.82734153027
1687,169014.48408724135
1688,190012.7647644266
1689,191232.29298170755
1690,192109.09106297707
1691,178385.94851514915
1692,264764.2408322537
1693,170152.8805393461
1694,183711.13806348125
1695,165014.93151922757
1696,275587.86045462923
1697,170506.95191419005
1698,358797.05309255165
1699,312969.31233331043
1700,258560.36393215068
1701,268503.5252414921
1702,254911.01127315697
1703,247025.55671731182
1704,289823.00556769065
1705,236313.6564131045
1706,463412.6287495114
1707,210558.637394452
1708,202012.63287383877
1709,265122.1146353761
1710,224062.93178183274
1711,273946.5533588451
1712,255859.4841537372
1713,290068.473956759
1714,232812.8472713416
1715,209422.7991522648
1716,186220.8924119684
1717,169212.12167732586
1718,141116.55149723924
1719,209161.06028743763
1720,241331.33987752863
1721,158821.62398625197
1722,128890.95993277256
1723,156248.67060514016
1724,207072.95653045518
1725,243977.94153634098
1726,179986.35823907517
1727,153335.5201308232
1728,165754.1890681616
1729,173361.6884055604
1730,159104.12165856757
1731,124470.67802703183
1732,131615.23713748853
1733,116761.8769136696
1734,126549.74518761814
1735,116608.0523185193
1736,112881.49104043328
1737,311895.8955059379
1738,251433.38079867433
1739,270005.61226180923
1740,229064.62544632048
1741,200041.770779328
1742,176771.19752186662
1743,175209.84121286214
1744,346499.6894999852
1745,222489.39440603153
1746,188499.22180246643
1747,214471.76896043564
1748,227606.78048251144
1749,146504.60611767787
1750,130914.2779907171
1751,241535.16916844904
1752,117661.64037497749
1753,149383.68772435188
1754,195240.6625066856
1755,175490.69032059988
1756,136737.82322693674
1757,121202.93888715742
1758,150605.12166127568
1759,166528.05228581774
1760,163221.48026766366
1761,149646.9985373231
1762,188061.21260028513
1763,180571.38261038315
1764,122067.32246418763
1765,180306.96998456487
1766,181259.25912641766
1767,229126.41188046162
1768,143747.68769690135
1769,169369.09816026373
1770,148527.93267459495
1771,123426.09121682613
1772,128096.81921206605
1773,124779.45257909567
1774,141547.11994635582
1775,135913.65488374382
1776,127888.44242521927
1777,106948.62429974915
1778,141877.2018989675
1779,131301.54981253343
1780,165897.59244868188
1781,126910.5165834082
1782,93195.28180604274
1783,149883.92231989998
1784,116727.84399145852
1785,124848.44776174285
1786,135165.8005254193
1787,163126.62819490937
1788,62576.35239752015
1789,100819.76321117613
1790,84272.79462497101
1791,181809.36571347437
1792,161732.14056246207
1793,132851.94085393133
1794,161785.60999258683
1795,133936.5806410553
1796,130025.86567090469
1797,113861.57550737432
1798,120029.3796041335
1799,116272.19498672282
1800,130201.02218813782
1801,129972.64110454128
1802,123829.84128789391
1803,150763.14928538326
1804,137764.38368971815
1805,131713.89958202073
1806,122292.99280764404
1807,135657.62813137614
1808,126725.37732466032
1809,128066.4532659954
1810,146437.0400341149
1811,91572.07107816679
1812,103721.74211322259
1813,130704.00008477761
1814,95127.07277936322
1815,57365.515446037876
1816,103350.15219915287
1817,115276.4688315101
1818,153425.80033283975
1819,127003.18890055439
1820,63084.38273197871
1821,108745.64576106824
1822,158884.96409829488
1823,59147.977016384655
1824,121242.35073915092
1825,143710.0030880684
1826,107156.13929711966
1827,101301.77626744902
1828,132157.60084266137
1829,119762.44789555346
1830,149480.02291179862
1831,152987.90400442734
1832,79568.01485569874
1833,141381.96523046444
1834,117548.50072606308
1835,121441.42497437287
1836,129644.97596305034
1837,85063.03241402796
1838,128760.25984835929
1839,106247.91309108812
1840,147375.29463238246
1841,139691.82312165629
1842,88260.6776388647
1843,142121.99368639942
1844,139543.15046039346
1845,146155.39858277672
1846,161845.60607306036
1847,175319.39151263025
1848,61619.37876032454
1849,110987.69056030369
1850,115351.7175107481
1851,154871.9547377829
1852,119847.61243743663
1853,136171.60427999275
1854,168600.23076488197
1855,167436.94374160186
1856,225926.60677411963
1857,140849.80048864655
1858,145686.78791729375
1859,118810.66944256959
1860,148841.60737576385
1861,119512.5990772986
1862,330871.7196253928
1863,306248.49242875533
1864,306329.7673560411
1865,343481.3862740678
1866,333058.73464595084
1867,219151.67707516835
1868,292853.5510356682
1869,199142.30957364058
1870,226385.4426271764
1871,248486.55528919605
1872,170344.31509324032
1873,252774.6761816749
1874,150144.8255717778
1875,198528.86217185014
1876,205185.38740291598
1877,215459.91728226474
1878,208321.9947118679
1879,136434.1153720103
1880,134337.63428633392
1881,254809.50887162102
1882,248780.30449590605
1883,186101.34933326705
1884,207181.2794404123
1885,237313.02920008296
1886,286222.67754086456
1887,213239.58027143544
1888,267611.9893028372
1889,171723.3201491069
1890,120645.59460887575
1891,132212.43407090972
1892,98897.3636243608
1893,137375.54301464048
1894,130535.97035044235
1895,136980.62320508502
1896,130971.74656692598
1897,116795.63769427776
1898,119744.04175720883
1899,154182.87997808176
1900,152723.70365669162
1901,173534.17987478216
1902,162960.85747179834
1903,202221.15060258066
1904,150402.52564570724
1905,192183.01128371258
1906,151765.31484202872
1907,212494.32666331524
1908,111605.84160067442
1909,126652.01831883613
1910,122562.87499286838
1911,233073.2520481507
1912,359179.32212584635
1913,140790.36372838175
1914,73130.21955936687
1915,313318.1996226841
1916,73139.93301580475
1917,237211.8114322033
1918,140492.31265443872
1919,171780.8103850796
1920,160504.0192867502
1921,383244.39894070063
1922,320493.7395872654
1923,230563.12491987357
1924,236046.9337636311
1925,196308.80345372166
1926,394344.44411368755
1927,134303.4685074057
1928,159064.3417059774
1929,131480.3349371166
1930,137204.27069545526
